publication_year,topic,publication_count
2019,Coastal wetland ecosystem dynamics,3
2019,Cognitive Abilities and Testing,3
2019,Color Science and Applications,3
2019,Complex Systems and Decision Making,3
2019,Complex Systems and Time Series Analysis,3
2019,Concrete Corrosion and Durability,3
2019,Congenital Anomalies and Fetal Surgery,3
2019,Congenital Diaphragmatic Hernia Studies,3
2019,Congenital Heart Disease Studies,3
2019,Congenital heart defects research,3
2019,Connective Tissue Growth Factor Research,3
2019,Consumer Market Behavior and Pricing,3
2019,Context-Aware Activity Recognition Systems,3
2019,Corrosion Behavior and Inhibition,3
2019,Critical Race Theory in Education,3
2019,Cultural Differences and Values,3
2019,Currency Recognition and Detection,3
2019,Data Analysis and Archiving,3
2019,Data Management and Algorithms,3
2019,Data Mining and Machine Learning Applications,3
2019,Dental Health and Care Utilization,3
2019,Diabetes Management and Education,3
2019,Digestive system and related health,3
2019,Disaster Management and Resilience,3
2019,Distributed systems and fault tolerance,3
2019,E-Learning and Knowledge Management,3
2019,Eating Disorders and Behaviors,3
2019,Economic Growth and Productivity,3
2019,Economic and Financial Impacts of Cancer,3
2019,Educational Methods and Media Use,3
2019,Educational and Psychological Assessments,3
2019,Electric and Hybrid Vehicle Technologies,3
2019,Electricity Theft Detection Techniques,3
2019,Electrohydrodynamics and Fluid Dynamics,3
2019,Electrokinetic Soil Remediation Techniques,3
2019,Electrolyte and hormonal disorders,3
2019,Employee Performance and Motivation,3
2019,Endometriosis Research and Treatment,3
2019,Enzyme Catalysis and Immobilization,3
2019,Enzyme-mediated dye degradation,3
2019,Erythrocyte Function and Pathophysiology,3
2019,Ethnobotanical and Medicinal Plants Studies,3
2019,Evolution and Paleontology Studies,3
2019,Evolutionary Psychology and Human Behavior,3
2019,Face Recognition and Perception,3
2019,Face and Expression Recognition,3
2019,Family and Disability Support Research,3
2019,Fatty Acid Research and Health,3
2019,Fault Detection and Control Systems,3
2019,Fermentation and Sensory Analysis,3
2019,Fire Detection and Safety Systems,3
2019,Forecasting Techniques and Applications,3
2019,Forensic Toxicology and Drug Analysis,3
2019,Forest Management and Policy,3
2019,GABA and Rice Research,3
2019,Ga2O3 and related materials,3
2019,Galectins and Cancer Biology,3
2019,Gambling Behavior and Treatments,3
2019,Gender Diversity and Inequality,3
2019,Gender Roles and Identity Studies,3
2019,Genetic Syndromes and Imprinting,3
2019,Gestational Diabetes Research and Management,3
2019,Ginger and Zingiberaceae research,3
2019,Glaucoma and retinal disorders,3
2019,Global Financial Crisis and Policies,3
2019,Global Peace and Security Dynamics,3
2019,"Grief, Bereavement, and Mental Health",3
2019,HIV/AIDS drug development and treatment,3
2019,HIV/AIDS oral health manifestations,3
2019,Health Education and Validation,3
2019,Health and Well-being Studies,3
2019,Healthcare Systems and Public Health,3
2019,Heat shock proteins research,3
2019,Hematological disorders and diagnostics,3
2019,Hepatitis C virus research,3
2019,Heusler alloys: electronic and magnetic properties,3
2019,High-Energy Particle Collisions Research,3
2019,Hip and Femur Fractures,3
2019,ICT Impact and Policies,3
2019,Identification and Quantification in Food,3
2019,Image Processing and 3D Reconstruction,3
2019,Image and Video Quality Assessment,3
2019,Immune responses and vaccinations,3
2019,Impact of AI and Big Data on Business and Society,3
2019,Indoor and Outdoor Localization Technologies,3
2019,Influenza Virus Research Studies,3
2019,Infrastructure Resilience and Vulnerability Analysis,3
2019,Innovation Diffusion and Forecasting,3
2019,Innovative Teaching Methods,3
2019,Insect Pest Control Strategies,3
2019,Integrated Circuits and Semiconductor Failure Analysis,3
2019,Intelligent Tutoring Systems and Adaptive Learning,3
2019,International Relations and Foreign Policy,3
2019,Interprofessional Education and Collaboration,3
2019,Ion channel regulation and function,3
2019,Knowledge Management and Sharing,3
2019,Labor Movements and Unions,3
2019,Lanthanide and Transition Metal Complexes,3
2019,Laser-Matter Interactions and Applications,3
2019,Lipid metabolism and disorders,3
2019,Liver Diseases and Immunity,3
2019,Lymphoma Diagnosis and Treatment,3
2019,Management of metastatic bone disease,3
2019,Marine and fisheries research,3
2019,Maternal Mental Health During Pregnancy and Postpartum,3
2019,Maternal and Perinatal Health Interventions,3
2019,Medical Coding and Health Information,3
2019,Medical Malpractice and Liability Issues,3
2019,Microfluidic and Bio-sensing Technologies,3
2019,Molecular Communication and Nanonetworks,3
2019,Muscle activation and electromyography studies,3
2019,NF-κB Signaling Pathways,3
2019,Natural product bioactivities and synthesis,3
2019,Noise Effects and Management,3
2019,Nosocomial Infections in ICU,3
2019,Numerical methods for differential equations,3
2019,Opportunistic and Delay-Tolerant Networks,3
2019,Orbital Angular Momentum in Optics,3
2019,Orthopedic Infections and Treatments,3
2019,Particle Detector Development and Performance,3
2019,Per- and polyfluoroalkyl substances research,3
2019,Peripheral Artery Disease Management,3
2019,Peroxisome Proliferator-Activated Receptors,3
2019,Photoacoustic and Ultrasonic Imaging,3
2019,Photochromic and Fluorescence Chemistry,3
2019,Photonic Crystals and Applications,3
2019,Photorefractive and Nonlinear Optics,3
2019,Plant Parasitism and Resistance,3
2019,Plant and Fungal Interactions Research,3
2019,Plant and Fungal Species Descriptions,3
2019,Polar Research and Ecology,3
2019,Policy Transfer and Learning,3
2019,Polydiacetylene-based materials and applications,3
2019,Posttraumatic Stress Disorder Research,3
2019,Poxvirus research and outbreaks,3
2019,Pregnancy and Medication Impact,3
2019,Preterm Birth and Chorioamnionitis,3
2019,Prion Diseases and Protein Misfolding,3
2019,Private Equity and Venture Capital,3
2019,Protist diversity and phylogeny,3
2019,Psychedelics and Drug Studies,3
2019,Quantum Chromodynamics and Particle Interactions,3
2019,"Race, History, and American Society",3
2019,Radiation Dose and Imaging,3
2019,Reliability and Maintenance Optimization,3
2019,Renal Transplantation Outcomes and Treatments,3
2019,Reproductive Health and Technologies,3
2019,Research Data Management Practices,3
2019,Retinal Development and Disorders,3
2019,Retinoids in leukemia and cellular processes,3
2019,Rice Cultivation and Yield Improvement,3
2019,S100 Proteins and Annexins,3
2019,Salivary Gland Disorders and Functions,3
2019,Salmonella and Campylobacter epidemiology,3
2019,Sarcoma Diagnosis and Treatment,3
2019,School Choice and Performance,3
2019,Semiconductor Quantum Structures and Devices,3
2019,Signaling Pathways in Disease,3
2019,Silicon and Solar Cell Technologies,3
2019,Silk-based biomaterials and applications,3
2019,Skin and Cellular Biology Research,3
2019,Social Capital and Networks,3
2019,Software Engineering Research,3
2019,Software System Performance and Reliability,3
2019,Software-Defined Networks and 5G,3
2019,Soil Geostatistics and Mapping,3
2019,Space Science and Extraterrestrial Life,3
2019,Spam and Phishing Detection,3
2019,Statistical Methods and Applications,3
2019,Strong Light-Matter Interactions,3
2019,Structural Health Monitoring Techniques,3
2019,Sulfur Compounds in Biology,3
2019,Sustainable Finance and Green Bonds,3
2019,Synthesis and Properties of Aromatic Compounds,3
2019,Tea Polyphenols and Effects,3
2019,Teacher Education and Leadership Studies,3
2019,Text Readability and Simplification,3
2019,Thermal properties of materials,3
2019,Thermoregulation and physiological responses,3
2019,Traffic control and management,3
2019,Traumatic Brain Injury and Neurovascular Disturbances,3
2019,Tribology and Wear Analysis,3
2019,Urban Agriculture and Sustainability,3
2019,Urban Transport and Accessibility,3
2019,"Urban, Neighborhood, and Segregation Studies",3
2019,Urinary Bladder and Prostate Research,3
2019,Urinary and Genital Oncology Studies,3
2019,Vehicle License Plate Recognition,3
2019,Vestibular and auditory disorders,3
2019,Vibrio bacteria research studies,3
2019,Viral-associated cancers and disorders,3
2019,Water Quality Monitoring and Analysis,3
2019,Water Quality and Pollution Assessment,3
2019,Wildlife Ecology and Conservation,3
2019,Wind Energy Research and Development,3
2019,Youth Development and Social Support,3
2019,earthquake and tectonic studies,3
2019,AI and HR Technologies,2
2019,AI-based Problem Solving and Planning,2
2019,Acoustic Wave Resonator Technologies,2
2019,Adenosine and Purinergic Signaling,2
2019,"Adhesion, Friction, and Surface Interactions",2
2019,Adolescent Sexual and Reproductive Health,2
2019,Adolescent and Pediatric Healthcare,2
2019,Adult and Continuing Education Topics,2
2019,Advanced Bandit Algorithms Research,2
2019,Advanced Numerical Analysis Techniques,2
2019,Advanced Photonic Communication Systems,2
2019,Advanced Radiotherapy Techniques,2
2019,Advanced Surface Polishing Techniques,2
2019,Advanced Thermodynamics and Statistical Mechanics,2
2019,Advanced Wireless Communication Techniques,2
2019,Advanced X-ray Imaging Techniques,2
2019,Advancements in Transdermal Drug Delivery,2
2019,Agricultural pest management studies,2
2019,Agricultural risk and resilience,2
2019,"Agriculture, Land Use, Rural Development",2
2019,Agroforestry and silvopastoral systems,2
2019,Aluminum toxicity and tolerance in plants and animals,2
2019,American Constitutional Law and Politics,2
2019,"Amyloidosis: Diagnosis, Treatment, Outcomes",2
2019,Anatomy and Medical Technology,2
2019,Anesthesia and Sedative Agents,2
2019,Animal Disease Management and Epidemiology,2
2019,Animal Ecology and Behavior Studies,2
2019,Antenna Design and Optimization,2
2019,Aquaculture disease management and microbiota,2
2019,Aquatic Ecosystems and Phytoplankton Dynamics,2
2019,Artificial Intelligence in Games,2
2019,Asphalt Pavement Performance Evaluation,2
2019,Assisted Reproductive Technology and Twin Pregnancy,2
2019,Astro and Planetary Science,2
2019,Attention Deficit Hyperactivity Disorder,2
2019,Augmented Reality Applications,2
2019,"Banking stability, regulation, efficiency",2
2019,Benford’s Law and Fraud Detection,2
2019,Biblical Studies and Interpretation,2
2019,Big Data and Digital Economy,2
2019,Bioactive Compounds and Antitumor Agents,2
2019,Biochemical and Structural Characterization,2
2019,Biochemical and biochemical processes,2
2019,Biochemical effects in animals,2
2019,Biodiesel Production and Applications,2
2019,Bioeconomy and Sustainability Development,2
2019,Biomarkers in Disease Mechanisms,2
2019,Biosimilars and Bioanalytical Methods,2
2019,Biotin and Related Studies,2
2019,Blood groups and transfusion,2
2019,Bone fractures and treatments,2
2019,Boron and Carbon Nanomaterials Research,2
2019,Botulinum Toxin and Related Neurological Disorders,2
2019,Breast Lesions and Carcinomas,2
2019,Building materials and conservation,2
2019,"Bullying, Victimization, and Aggression",2
2019,CO2 Sequestration and Geologic Interactions,2
2019,COVID-19 and healthcare impacts,2
2019,Calcium Carbonate Crystallization and Inhibition,2
2019,Cardiac and Coronary Surgery Techniques,2
2019,Cardiac electrophysiology and arrhythmias,2
2019,Catalytic Cross-Coupling Reactions,2
2019,Central Venous Catheters and Hemodialysis,2
2019,Cerebral Palsy and Movement Disorders,2
2019,Cerebrospinal fluid and hydrocephalus,2
2019,Cerebrovascular and genetic disorders,2
2019,Chaos-based Image/Signal Encryption,2
2019,Chemical Analysis and Environmental Impact,2
2019,Chemokine receptors and signaling,2
2019,Chromium effects and bioremediation,2
2019,Chronic Myeloid Leukemia Treatments,2
2019,Climate Change and Environmental Impact,2
2019,Cloud Computing and Resource Management,2
2019,Complement system in diseases,2
2019,Control and Dynamics of Mobile Robots,2
2019,"Crime, Illicit Activities, and Governance",2
2019,Cryptographic Implementations and Security,2
2019,Cultural Industries and Urban Development,2
2019,Cyberloafing and Workplace Behavior,2
2019,DNA and Nucleic Acid Chemistry,2
2019,Dam Engineering and Safety,2
2019,Dark Matter and Cosmic Phenomena,2
2019,Demographic Trends and Gender Preferences,2
2019,Dendrimers and Hyperbranched Polymers,2
2019,Dental Erosion and Treatment,2
2019,Diabetic Foot Ulcer Assessment and Management,2
2019,Diagnosis and Treatment of Venous Diseases,2
2019,Differential Equations and Boundary Problems,2
2019,Digital Holography and Microscopy,2
2019,Disaster Response and Management,2
2019,Discourse Analysis in Language Studies,2
2019,Distributed and Parallel Computing Systems,2
2019,Diverse Scientific and Economic Studies,2
2019,Drug-Induced Adverse Reactions,2
2019,Dyeing and Modifying Textile Fibers,2
2019,Earth Systems and Cosmic Evolution,2
2019,Economic and Technological Systems Analysis,2
2019,"Economic, financial, and policy analysis",2
2019,Economics of Agriculture and Food Markets,2
2019,Ecosystem dynamics and resilience,2
2019,Edcuational Technology Systems,2
2019,Education Systems and Policy,2
2019,Education and Character Development,2
2019,Education and Critical Thinking Development,2
2019,Educational Curriculum and Learning Methods,2
2019,Educational Games and Gamification,2
2019,Educational Research and Methods,2
2019,Educational Theory and Curriculum Studies,2
2019,Empathy and Medical Education,2
2019,Employee Performance and Management,2
2019,Enterobacteriaceae and Cronobacter Research,2
2019,Environmental Conservation and Management,2
2019,Escherichia coli research studies,2
2019,Esophageal and GI Pathology,2
2019,Ethics in Business and Education,2
2019,European Union Policy and Governance,2
2019,Exercise and Physiological Responses,2
2019,Experimental Behavioral Economics Studies,2
2019,Family Support in Illness,2
2019,Fetal and Pediatric Neurological Disorders,2
2019,Financial Distress and Bankruptcy Prediction,2
2019,Financial Risk and Volatility Modeling,2
2019,Firm Innovation and Growth,2
2019,Fiscal Policies and Political Economy,2
2019,Flavonoids in Medical Research,2
2019,Fluid Dynamics Simulations and Interactions,2
2019,Fluid Dynamics and Vibration Analysis,2
2019,Forensic and Genetic Research,2
2019,Forest ecology and management,2
2019,"Foucault, Power, and Ethics",2
2019,Full-Duplex Wireless Communications,2
2019,Fullerene Chemistry and Applications,2
2019,Gastroesophageal reflux and treatments,2
2019,Genetic and Kidney Cyst Diseases,2
2019,Geochemistry and Elemental Analysis,2
2019,Geological and Geochemical Analysis,2
2019,Geotechnical Engineering and Underground Structures,2
2019,Global Educational Policies and Reforms,2
2019,Global Energy Security and Policy,2
2019,Glutathione Transferases and Polymorphisms,2
2019,Graph Theory and Algorithms,2
2019,Groundwater and Watershed Analysis,2
2019,Groundwater flow and contamination studies,2
2019,Gun Ownership and Violence Research,2
2019,Gynecological conditions and treatments,2
2019,HIV Research and Treatment,2
2019,Hand Gesture Recognition Systems,2
2019,Handwritten Text Recognition Techniques,2
2019,Head and Neck Surgical Oncology,2
2019,Health and Medical Research Impacts,2
2019,Heavy Metals in Plants,2
2019,Hedgehog Signaling Pathway Studies,2
2019,Hemodynamic Monitoring and Therapy,2
2019,Heparin-Induced Thrombocytopenia and Thrombosis,2
2019,Hereditary Neurological Disorders,2
2019,Higher Education Research Studies,2
2019,Hip disorders and treatments,2
2019,Hippo pathway signaling and YAP/TAZ,2
2019,Historical Gender and Feminism Studies,2
2019,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",2
2019,Historical and modern epidemiology studies,2
2019,Homelessness and Social Issues,2
2019,Human Resource Development and Performance Evaluation,2
2019,Human Resource and Talent Management,2
2019,Human-Animal Interaction Studies,2
2019,Hydrology and Sediment Transport Processes,2
2019,IgG4-Related and Inflammatory Diseases,2
2019,Image and Object Detection Techniques,2
2019,Impact of Light on Environment and Health,2
2019,Inclusion and Disability in Education and Sport,2
2019,Indian History and Philosophy,2
2019,Industrial Gas Emission Control,2
2019,Infant Development and Preterm Care,2
2019,Infection Control and Ventilation,2
2019,Infections and bacterial resistance,2
2019,Infectious Diseases and Mycology,2
2019,Infectious Encephalopathies and Encephalitis,2
2019,Inhalation and Respiratory Drug Delivery,2
2019,Innovation Policy and R&D,2
2019,Innovation and Socioeconomic Development,2
2019,Inorganic Fluorides and Related Compounds,2
2019,Insect Resistance and Genetics,2
2019,Insect Utilization and Effects,2
2019,Interdisciplinary Research and Collaboration,2
2019,Intergenerational and Educational Inequality Studies,2
2019,Internet of Things and AI,2
2019,Intuitionistic Fuzzy Systems Applications,2
2019,Irrigation Practices and Water Management,2
2019,Job Satisfaction and Organizational Behavior,2
2019,Kruppel-like factors research,2
2019,"Language, Discourse, Communication Strategies",2
2019,"Language, Metaphor, and Cognition",2
2019,Laser-Plasma Interactions and Diagnostics,2
2019,Laser-induced spectroscopy and plasma,2
2019,Layered Double Hydroxides Synthesis and Applications,2
2019,Legionella and Acanthamoeba research,2
2019,Lexicography and Language Studies,2
2019,Linguistic Variation and Morphology,2
2019,Local Government Finance and Decentralization,2
2019,Long-Term Effects of COVID-19,2
2019,Luminescence Properties of Advanced Materials,2
2019,Lymphatic System and Diseases,2
2019,Lysosomal Storage Disorders Research,2
2019,Macrophage Migration Inhibitory Factor,2
2019,Markov Chains and Monte Carlo Methods,2
2019,Meat and Animal Product Quality,2
2019,Medical Case Reports and Studies,2
2019,Medical Imaging and Analysis,2
2019,Medicinal Plants and Bioactive Compounds,2
2019,Medicinal Plants and Neuroprotection,2
2019,Mesoporous Materials and Catalysis,2
2019,Metabolism and Genetic Disorders,2
2019,Metal complexes synthesis and properties,2
2019,Metastasis and carcinoma case studies,2
2019,Microbial Fuel Cells and Bioremediation,2
2019,Microbial Inactivation Methods,2
2019,Microbial Metabolism and Applications,2
2019,Microbial infections and disease research,2
2019,Microfluidic and Capillary Electrophoresis Applications,2
2019,Migration and Labor Dynamics,2
2019,Mobile Learning in Education,2
2019,Molecular spectroscopy and chirality,2
2019,Moringa oleifera research and applications,2
2019,Multidisciplinary Science and Engineering Research,2
2019,Muscle Physiology and Disorders,2
2019,Mycotoxins in Agriculture and Food,2
2019,Myeloproliferative Neoplasms: Diagnosis and Treatment,2
2019,Nail Diseases and Treatments,2
2019,Neurobiology and Insect Physiology Research,2
2019,"Neuroethics, Human Enhancement, Biomedical Innovations",2
2019,Non-Destructive Testing Techniques,2
2019,Nonlinear Photonic Systems,2
2019,Nuclear Engineering Thermal-Hydraulics,2
2019,Nuclear Physics and Applications,2
2019,Nuclear Structure and Function,2
2019,Obsessive-Compulsive Spectrum Disorders,2
2019,Ophthalmology and Visual Impairment Studies,2
2019,Optical Network Technologies,2
2019,Optical Polarization and Ellipsometry,2
2019,Optical measurement and interference techniques,2
2019,Optical properties and cooling technologies in crystalline materials,2
2019,Optimal Power Flow Distribution,2
2019,Organoboron and organosilicon chemistry,2
2019,Otitis Media and Relapsing Polychondritis,2
2019,Ovarian function and disorders,2
2019,Pain Management and Opioid Use,2
2019,Palliative Care and End-of-Life Issues,2
2019,Parallel Computing and Optimization Techniques,2
2019,Parvovirus B19 Infection Studies,2
2019,Peanut Plant Research Studies,2
2019,Pediatric Hepatobiliary Diseases and Treatments,2
2019,Pediatric Urology and Nephrology Studies,2
2019,Pediatric health and respiratory diseases,2
2019,Pelvic floor disorders treatments,2
2019,Persona Design and Applications,2
2019,Pesticide and Herbicide Environmental Studies,2
2019,Pharmaceutical Practices and Patient Outcomes,2
2019,Pharmacological Effects of Medicinal Plants,2
2019,Pharmacological Effects of Natural Compounds,2
2019,Phase Change Materials Research,2
2019,Phase-change materials and chalcogenides,2
2019,Phenomenology and Existential Philosophy,2
2019,Philosophy and History of Science,2
2019,Photochemistry and Electron Transfer Studies,2
2019,Photovoltaic System Optimization Techniques,2
2019,Photovoltaic Systems and Sustainability,2
2019,Physiological and biochemical adaptations,2
2019,Phytochemistry and Bioactivity Studies,2
2019,Phytochemistry and Biological Activities,2
2019,Planetary Science and Exploration,2
2019,Plant Disease Management Techniques,2
2019,Plant Ecology and Soil Science,2
2019,Plant Genetic and Mutation Studies,2
2019,Plant Pathogenic Bacteria Studies,2
2019,Plant Pathogens and Resistance,2
2019,Plant biochemistry and biosynthesis,2
2019,Plant responses to water stress,2
2019,Poisoning and overdose treatments,2
2019,Political Economy and Marxism,2
2019,Polymer-Based Agricultural Enhancements,2
2019,Polyoxometalates: Synthesis and Applications,2
2019,Polysaccharides and Plant Cell Walls,2
2019,"Populism, Right-Wing Movements",2
2019,Porphyrin and Phthalocyanine Chemistry,2
2019,Postcolonial and Cultural Literary Studies,2
2019,Prenatal Substance Exposure Effects,2
2019,Protein Hydrolysis and Bioactive Peptides,2
2019,Psychometric Methodologies and Testing,2
2019,Psychosomatic Disorders and Their Treatments,2
2019,Public Health and Nutrition,2
2019,Public-Private Partnership Projects,2
2019,Quality and Management Systems,2
2019,Quantum Electrodynamics and Casimir Effect,2
2019,Quantum chaos and dynamical systems,2
2019,"Race, Genetics, and Society",2
2019,Radar Systems and Signal Processing,2
2019,Radioactive element chemistry and processing,2
2019,Radiology practices and education,2
2019,Rangeland Management and Livestock Ecology,2
2019,Redox biology and oxidative stress,2
2019,Reflective Practices in Education,2
2019,Regional Economics and Spatial Analysis,2
2019,Relativity and Gravitational Theory,2
2019,"Religion, Ecology, and Ethics",2
2019,Renin-Angiotensin System Studies,2
2019,Reproductive tract infections research,2
2019,Respiratory and Cough-Related Research,2
2019,Restless Legs Syndrome Research,2
2019,"Retirement, Disability, and Employment",2
2019,Risk Perception and Management,2
2019,Risk and Safety Analysis,2
2019,SMEs Development and Digital Marketing,2
2019,Salivary Gland Tumors Diagnosis and Treatment,2
2019,Satellite Communication Systems,2
2019,School Leadership and Teacher Performance,2
2019,Seismic Imaging and Inversion Techniques,2
2019,Seismology and Earthquake Studies,2
2019,Selenium in Biological Systems,2
2019,Semiconductor materials and devices,2
2019,Sex work and related issues,2
2019,"Sexuality, Behavior, and Technology",2
2019,Silicone and Siloxane Chemistry,2
2019,Simulation Techniques and Applications,2
2019,Simulation-Based Education in Healthcare,2
2019,Sinusitis and nasal conditions,2
2019,Sirtuins and Resveratrol in Medicine,2
2019,Social Robot Interaction and HRI,2
2019,Social and Cultural Dynamics,2
2019,Soil Moisture and Remote Sensing,2
2019,Soil erosion and sediment transport,2
2019,Spacecraft and Cryogenic Technologies,2
2019,Sparse and Compressive Sensing Techniques,2
2019,Spatial and Panel Data Analysis,2
2019,Speech and dialogue systems,2
2019,Sphingolipid Metabolism and Signaling,2
2019,Spinal Cord Injury Research,2
2019,Sport and Mega-Event Impacts,2
2019,Sports injuries and prevention,2
2019,Superconducting Materials and Applications,2
2019,Surface Modification and Superhydrophobicity,2
2019,Sustainability in Higher Education,2
2019,Sustainable Building Design and Assessment,2
2019,"Swearing, Euphemism, Multilingualism",2
2019,Synthesis and Biological Evaluation,2
2019,Synthesis and Catalytic Reactions,2
2019,Synthesis and biological activity,2
2019,Technology-Enhanced Education Studies,2
2019,Technostress in Professional Settings,2
2019,Teleoperation and Haptic Systems,2
2019,Thermal Radiation and Cooling Technologies,2
2019,Thermochemical Biomass Conversion Processes,2
2019,Toxoplasma gondii Research Studies,2
2019,Transportation Systems and Logistics,2
2019,Transportation and Mobility Innovations,2
2019,Trauma and Emergency Care Studies,2
2019,Traumatic Brain Injury Research,2
2019,Ultrasound in Clinical Applications,2
2019,Underwater Vehicles and Communication Systems,2
2019,University-Industry-Government Innovation Models,2
2019,Urban Planning and Governance,2
2019,Usability and User Interface Design,2
2019,User Authentication and Security Systems,2
2019,Uterine Myomas and Treatments,2
2019,Various Chemistry Research Topics,2
2019,Vehicle Routing Optimization Methods,2
2019,Video Analysis and Summarization,2
2019,Visual and Cognitive Learning Processes,2
2019,Visual perception and processing mechanisms,2
2019,Vitamin C and Antioxidants Research,2
2019,Vitamin D Research Studies,2
2019,Wastewater Treatment and Reuse,2
2019,Water Systems and Optimization,2
2019,Water Treatment and Disinfection,2
2019,Wine Industry and Tourism,2
2019,Wireless Power Transfer Systems,2
2019,melanin and skin pigmentation,2
2019,solar cell performance optimization,2
2019,Abdominal Surgery and Complications,1
2019,Academic Publishing and Open Access,1
2019,Academic Writing and Publishing,1
2019,Academic integrity and plagiarism,1
2019,Accounting and Organizational Management,1
2019,Acute Lymphoblastic Leukemia research,1
2019,Adrenal and Paraganglionic Tumors,1
2019,Adsorption and Cooling Systems,1
2019,Advanced Combustion Engine Technologies,1
2019,Advanced Computing and Algorithms,1
2019,Advanced Control Systems Optimization,1
2019,Advanced Data Compression Techniques,1
2019,Advanced Data and IoT Technologies,1
2019,Advanced Database Systems and Queries,1
2019,Advanced Energy Technologies and Civil Engineering Innovations,1
2019,Advanced Fiber Optic Sensors,1
2019,Advanced Manufacturing and Logistics Optimization,1
2019,Advanced Numerical Methods in Computational Mathematics,1
2019,Advanced Optical Imaging Technologies,1
2019,Advanced Optical Sensing Technologies,1
2019,Advanced Physical and Chemical Molecular Interactions,1
2019,Advanced Power Amplifier Design,1
2019,Advanced Research in Systems and Signal Processing,1
2019,Advanced SAR Imaging Techniques,1
2019,Advanced Statistical Process Monitoring,1
2019,Advanced Steganography and Watermarking Techniques,1
2019,Advanced Technologies in Various Fields,1
2019,Advanced X-ray and CT Imaging,1
2019,Advanced ceramic materials synthesis,1
2019,Advancements in Photolithography Techniques,1
2019,Advances in Oncology and Radiotherapy,1
2019,Aerogels and thermal insulation,1
2019,Aerospace Engineering and Control Systems,1
2019,Aerospace Engineering and Energy Systems,1
2019,African history and culture analysis,1
2019,"Aging, Elder Care, and Social Issues",1
2019,Agricultural Economics and Practices,1
2019,Agricultural Science and Fertilization,1
2019,Agricultural and Environmental Management,1
2019,Agricultural safety and regulations,1
2019,Agriculture and Rural Development Research,1
2019,"Agriculture, Soil, Plant Science",1
2019,Agronomic Practices and Intercropping Systems,1
2019,Alkaline Phosphatase Research Studies,1
2019,Allergic Rhinitis and Sensitization,1
2019,Amino Acid Enzymes and Metabolism,1
2019,Amphibian and Reptile Biology,1
2019,Anaerobic Digestion and Biogas Production,1
2019,Ancient Egypt and Archaeology,1
2019,Animal Behavior and Reproduction,1
2019,Animal Behavior and Welfare Studies,1
2019,Animal Genetics and Reproduction,1
2019,Animal Vocal Communication and Behavior,1
2019,Animal health and immunology,1
2019,Animal testing and alternatives,1
2019,Appendicitis Diagnosis and Management,1
2019,Aquatic Ecosystems and Biodiversity,1
2019,Aquatic Invertebrate Ecology and Behavior,1
2019,Aquatic and Environmental Studies,1
2019,Architecture and Computational Design,1
2019,"Architecture, Design, and Social History",1
2019,Arctic and Russian Policy Studies,1
2019,Art History and Market Analysis,1
2019,Art Therapy and Mental Health,1
2019,"Art, Aesthetics, and Perception",1
2019,"Art, Politics, and Modernism",1
2019,Artificial Intelligence in Law,1
2019,Asian Industrial and Economic Development,1
2019,Athletic Training and Education,1
2019,Atomic and Molecular Physics,1
2019,Atomic and Subatomic Physics Research,1
2019,Auction Theory and Applications,1
2019,Autoimmune Neurological Disorders and Treatments,1
2019,Avian ecology and behavior,1
2019,Bacterial Infections and Vaccines,1
2019,Banana Cultivation and Research,1
2019,Bat Biology and Ecology Studies,1
2019,Bauxite Residue and Utilization,1
2019,Berry genetics and cultivation research,1
2019,Big Data Technologies and Applications,1
2019,Biliary and Gastrointestinal Fistulas,1
2019,Bioactive natural compounds,1
2019,Biochemical Acid Research Studies,1
2019,Biochemical and Molecular Research,1
2019,Biocrusts and Microbial Ecology,1
2019,Biofield Effects and Biophysics,1
2019,Biomedical Ethics and Regulation,1
2019,Biomedical Research and Pathophysiology,1
2019,Biomedical and Chemical Research,1
2019,Biomedical and Engineering Education,1
2019,Biomimetic flight and propulsion mechanisms,1
2019,Biotechnology and Related Fields,1
2019,Bird parasitology and diseases,1
2019,Blood properties and coagulation,1
2019,Blood transfusion and management,1
2019,Body Image and Dysmorphia Studies,1
2019,Bone Tumor Diagnosis and Treatments,1
2019,Brazilian Legal Issues,1
2019,Breastfeeding Practices and Influences,1
2019,Business Strategies and Management Research,1
2019,Business and Management Studies,1
2019,COVID-19 and Mental Health,1
2019,COVID-19 impact on air quality,1
2019,Cancer Research and Treatment,1
2019,Carbohydrate Chemistry and Synthesis,1
2019,Carcinogens and Genotoxicity Assessment,1
2019,Cardiac Ischemia and Reperfusion,1
2019,Cardiac tumors and thrombi,1
2019,Cardiovascular Conditions and Treatments,1
2019,Cardiovascular and Diving-Related Complications,1
2019,Case Reports on Hematomas,1
2019,Cassava research and cyanide,1
2019,Catalysis and Hydrodesulfurization Studies,1
2019,Caveolin-1 and cellular processes,1
2019,Census and Population Estimation,1
2019,Chaos control and synchronization,1
2019,Characterization and Applications of Magnetic Nanoparticles,1
2019,Chemical Reactions and Isotopes,1
2019,Chemical Synthesis and Reactions,1
2019,Chemical and Physical Studies,1
2019,Chemical synthesis and alkaloids,1
2019,Chemotherapy-related skin toxicity,1
2019,Chromatin Remodeling and Cancer,1
2019,Chromatography in Natural Products,1
2019,Civil and Structural Engineering Research,1
2019,Classical Philosophy and Thought,1
